GHO,Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Display Value,Numeric Value,Low Value,High Value,Comments
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Bahamas,8.41,8.41,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Lesotho,6.51,6.51,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Oman,3.79,3.79,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Belarus,19.12,19.12,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Pakistan,6.06,6.06,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,United Republic of Tanzania,4.6,4.6,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Barbados,15.01,15.01,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Libya,6.05,6.05,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Austria,20.74,20.74,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,United Arab Emirates,1.67,1.67,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Sierra Leone,4.32,4.32,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Bahrain,3.73,3.73,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Norway,19.28,19.28,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Guatemala,5.97,5.97,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Costa Rica,7.84,7.84,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Singapore,11.1,11.1,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,United Kingdom,20.75,20.75,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Ghana,4.9,4.9,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Madagascar,4.55,4.55,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Luxembourg,18.85,18.85,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Cyprus,14.18,14.18,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Cuba,14.1,14.1,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Guyana,6.44,6.44,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Guinea-Bissau,4.77,4.77,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,United States of America,16.26,16.26,,,
WHS9_92,Population proportion over 60 (%),Published,2001,South-East Asia,,Maldives,6.41,6.41,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Mali,5.13,5.13,,,
WHS9_92,Population proportion over 60 (%),Published,2001,South-East Asia,,Democratic People's Republic of Korea,10.56,10.56,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,South Africa,5.93,5.93,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Guinea,5.36,5.36,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Palau,5.98,5.98,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Czech Republic,18.45,18.45,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Croatia,21.8,21.8,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Somalia,4.65,4.65,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Uzbekistan,6.52,6.52,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Niue,7.15,7.15,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Malawi,4.72,4.72,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Lithuania,19.39,19.39,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Panama,8.15,8.15,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Slovakia,15.41,15.41,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Slovenia,19.55,19.55,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Papua New Guinea,4.21,4.21,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Iceland,15.12,15.12,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Hungary,20.46,20.46,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Venezuela (Bolivarian Republic of),6.86,6.86,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Solomon Islands,4.5,4.5,,,
WHS9_92,Population proportion over 60 (%),Published,2001,South-East Asia,,Bangladesh,6.27,6.27,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Uruguay,17.43,17.43,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Belgium,21.97,21.97,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Haiti,6.2,6.2,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Malta,15.8,15.8,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Malaysia,6.34,6.34,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Belize,5.97,5.97,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Viet Nam,8.63,8.63,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Democratic Republic of the Congo,4.55,4.55,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,South Sudan,5.01,5.01,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Portugal,21.79,21.79,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Poland,16.82,16.82,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Vanuatu,5.04,5.04,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Benin,4.6,4.6,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Paraguay,6.6,6.6,,,
WHS9_92,Population proportion over 60 (%),Published,2001,South-East Asia,,Bhutan,5.94,5.94,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Mauritania,4.92,4.92,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Mauritius,9.06,9.06,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,C?te d'Ivoire,4.87,4.87,,,
WHS9_92,Population proportion over 60 (%),Published,2001,South-East Asia,,Sri Lanka,9.5,9.5,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Denmark,19.98,19.98,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Peru,7.33,7.33,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Honduras,5.66,5.66,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Marshall Islands,5.98,5.98,,,
WHS9_92,Population proportion over 60 (%),Published,2001,South-East Asia,,India,6.94,6.94,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Brazil,8.27,8.27,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Botswana,4.71,4.71,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Iran (Islamic Republic of),6.32,6.32,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Zambia,4.22,4.22,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Iraq,5.24,5.24,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Zimbabwe,5.11,5.11,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Spain,21.65,21.65,,,
WHS9_92,Population proportion over 60 (%),Published,2001,South-East Asia,,Indonesia,7.39,7.39,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Qatar,3.02,3.02,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Suriname,8.58,8.58,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Dominican Republic,7.59,7.59,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Sudan,4.66,4.66,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Dominica,10.51,10.51,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Africa,,Swaziland,4.75,4.75,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Europe,,Bosnia and Herzegovina,16.86,16.86,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Yemen,4.23,4.23,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Eastern Mediterranean,,Djibouti,4.9,4.9,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Western Pacific,,Philippines,5.14,5.14,,,
WHS9_92,Population proportion over 60 (%),Published,2001,Americas,,Bolivia (Plurinational State of),6.35,6.35,,,
WHS9_86,Population (in thousands) total,Published,1995,Africa,,Malawi,9964,9964,,,
WHS9_86,Population (in thousands) total,Published,1996,Africa,,Malawi,10153,10153,,,
WHS9_86,Population (in thousands) total,Published,1997,Africa,,Malawi,10404,10404,,,
WHS9_86,Population (in thousands) total,Published,1998,Africa,,Malawi,10700,10700,,,
WHS9_86,Population (in thousands) total,Published,1999,Africa,,Malawi,11013,11013,,,
WHS9_86,Population (in thousands) total,Published,2000,Africa,,Malawi,11321,11321,,,
WHS9_86,Population (in thousands) total,Published,2001,Africa,,Malawi,11623,11623,,,
WHS9_86,Population (in thousands) total,Published,2002,Africa,,Malawi,11927,11927,,,
WHS9_86,Population (in thousands) total,Published,2003,Africa,,Malawi,12239,12239,,,
WHS9_86,Population (in thousands) total,Published,2004,Africa,,Malawi,12569,12569,,,
WHS9_86,Population (in thousands) total,Published,2005,Africa,,Malawi,12925,12925,,,
WHS9_86,Population (in thousands) total,Published,2006,Africa,,Malawi,13308,13308,,,
WHS9_86,Population (in thousands) total,Published,2007,Africa,,Malawi,13714,13714,,,
WHS9_86,Population (in thousands) total,Published,2008,Africa,,Malawi,14138,14138,,,
WHS9_86,Population (in thousands) total,Published,2009,Africa,,Malawi,14573,14573,,,
WHS9_86,Population (in thousands) total,Published,2010,Africa,,Malawi,15014,15014,,,
WHS9_86,Population (in thousands) total,Published,2011,Africa,,Malawi,15458,15458,,,
WHS9_86,Population (in thousands) total,Published,2012,Africa,,Malawi,15906,15906,,,
WHS9_86,Population (in thousands) total,Published,1990,Western Pacific,,Malaysia,18211,18211,,,
WHS9_86,Population (in thousands) total,Published,1991,Western Pacific,,Malaysia,18710,18710,,,
WHS9_86,Population (in thousands) total,Published,1992,Western Pacific,,Malaysia,19205,19205,,,
WHS9_86,Population (in thousands) total,Published,1993,Western Pacific,,Malaysia,19701,19701,,,
WHS9_86,Population (in thousands) total,Published,1994,Western Pacific,,Malaysia,20207,20207,,,
WHS9_86,Population (in thousands) total,Published,1995,Western Pacific,,Malaysia,20725,20725,,,
WHS9_86,Population (in thousands) total,Published,1996,Western Pacific,,Malaysia,21260,21260,,,
WHS9_86,Population (in thousands) total,Published,1997,Western Pacific,,Malaysia,21806,21806,,,
WHS9_86,Population (in thousands) total,Published,1998,Western Pacific,,Malaysia,22355,22355,,,
WHS9_86,Population (in thousands) total,Published,1999,Western Pacific,,Malaysia,22896,22896,,,
WHS9_86,Population (in thousands) total,Published,2000,Western Pacific,,Malaysia,23421,23421,,,
WHS9_86,Population (in thousands) total,Published,2001,Western Pacific,,Malaysia,23926,23926,,,
WHS9_86,Population (in thousands) total,Published,2002,Western Pacific,,Malaysia,24414,24414,,,
WHS9_86,Population (in thousands) total,Published,2003,Western Pacific,,Malaysia,24891,24891,,,
WHS9_86,Population (in thousands) total,Published,2004,Western Pacific,,Malaysia,25365,25365,,,
WHS9_86,Population (in thousands) total,Published,2005,Western Pacific,,Malaysia,25843,25843,,,
WHS9_86,Population (in thousands) total,Published,2006,Western Pacific,,Malaysia,26327,26327,,,
WHS9_86,Population (in thousands) total,Published,2007,Western Pacific,,Malaysia,26814,26814,,,
WHS9_86,Population (in thousands) total,Published,2008,Western Pacific,,Malaysia,27302,27302,,,
WHS9_86,Population (in thousands) total,Published,2009,Western Pacific,,Malaysia,27790,27790,,,
WHS9_86,Population (in thousands) total,Published,2010,Western Pacific,,Malaysia,28276,28276,,,
WHS9_86,Population (in thousands) total,Published,2011,Western Pacific,,Malaysia,28759,28759,,,
WHS9_86,Population (in thousands) total,Published,2012,Western Pacific,,Malaysia,29240,29240,,,
WHS9_86,Population (in thousands) total,Published,1990,South-East Asia,,Maldives,216,216,,,
WHS9_86,Population (in thousands) total,Published,1991,South-East Asia,,Maldives,222,222,,,
WHS9_86,Population (in thousands) total,Published,1992,South-East Asia,,Maldives,228,228,,,
WHS9_86,Population (in thousands) total,Published,1993,South-East Asia,,Maldives,234,234,,,
WHS9_86,Population (in thousands) total,Published,1994,South-East Asia,,Maldives,239,239,,,
WHS9_86,Population (in thousands) total,Published,1995,South-East Asia,,Maldives,245,245,,,
WHS9_86,Population (in thousands) total,Published,1996,South-East Asia,,Maldives,251,251,,,
WHS9_86,Population (in thousands) total,Published,1997,South-East Asia,,Maldives,256,256,,,
WHS9_86,Population (in thousands) total,Published,1998,South-East Asia,,Maldives,262,262,,,
WHS9_86,Population (in thousands) total,Published,1999,South-East Asia,,Maldives,267,267,,,
WHS9_86,Population (in thousands) total,Published,2000,South-East Asia,,Maldives,273,273,,,
WHS9_86,Population (in thousands) total,Published,2001,South-East Asia,,Maldives,278,278,,,
WHS9_86,Population (in thousands) total,Published,2002,South-East Asia,,Maldives,283,283,,,
WHS9_86,Population (in thousands) total,Published,2003,South-East Asia,,Maldives,288,288,,,
WHS9_86,Population (in thousands) total,Published,2004,South-East Asia,,Maldives,293,293,,,
WHS9_86,Population (in thousands) total,Published,2005,South-East Asia,,Maldives,298,298,,,
WHS9_86,Population (in thousands) total,Published,2006,South-East Asia,,Maldives,303,303,,,
WHS9_86,Population (in thousands) total,Published,2007,South-East Asia,,Maldives,308,308,,,
WHS9_86,Population (in thousands) total,Published,2008,South-East Asia,,Maldives,314,314,,,
WHS9_86,Population (in thousands) total,Published,2009,South-East Asia,,Maldives,320,320,,,
WHS9_86,Population (in thousands) total,Published,2010,South-East Asia,,Maldives,326,326,,,
WHS9_86,Population (in thousands) total,Published,2011,South-East Asia,,Maldives,332,332,,,
WHS9_86,Population (in thousands) total,Published,2012,South-East Asia,,Maldives,338,338,,,
WHS9_86,Population (in thousands) total,Published,1990,Africa,,Mali,7964,7964,,,
WHS9_86,Population (in thousands) total,Published,1991,Africa,,Mali,8130,8130,,,
WHS9_86,Population (in thousands) total,Published,1992,Africa,,Mali,8323,8323,,,
WHS9_86,Population (in thousands) total,Published,1993,Africa,,Mali,8535,8535,,,
WHS9_86,Population (in thousands) total,Published,1994,Africa,,Mali,8759,8759,,,
WHS9_86,Population (in thousands) total,Published,1995,Africa,,Mali,8989,8989,,,
WHS9_86,Population (in thousands) total,Published,1996,Africa,,Mali,9222,9222,,,
WHS9_86,Population (in thousands) total,Published,1997,Africa,,Mali,9462,9462,,,
WHS9_86,Population (in thousands) total,Published,1998,Africa,,Mali,9712,9712,,,
WHS9_86,Population (in thousands) total,Published,1999,Africa,,Mali,9977,9977,,,
WHS9_86,Population (in thousands) total,Published,2000,Africa,,Mali,10261,10261,,,
WHS9_86,Population (in thousands) total,Published,2001,Africa,,Mali,10563,10563,,,
WHS9_86,Population (in thousands) total,Published,2002,Africa,,Mali,10883,10883,,,
WHS9_86,Population (in thousands) total,Published,2003,Africa,,Mali,11220,11220,,,
WHS9_86,Population (in thousands) total,Published,2004,Africa,,Mali,11573,11573,,,
WHS9_86,Population (in thousands) total,Published,2005,Africa,,Mali,11941,11941,,,
WHS9_86,Population (in thousands) total,Published,2006,Africa,,Mali,12326,12326,,,
WHS9_86,Population (in thousands) total,Published,2007,Africa,,Mali,12726,12726,,,
WHS9_86,Population (in thousands) total,Published,2008,Africa,,Mali,13138,13138,,,
WHS9_86,Population (in thousands) total,Published,2009,Africa,,Mali,13559,13559,,,
WHS9_86,Population (in thousands) total,Published,2010,Africa,,Mali,13986,13986,,,
WHS9_86,Population (in thousands) total,Published,2011,Africa,,Mali,14417,14417,,,
WHS9_86,Population (in thousands) total,Published,2012,Africa,,Mali,14854,14854,,,
WHS9_86,Population (in thousands) total,Published,1990,Europe,,Malta,375,375,,,
WHS9_86,Population (in thousands) total,Published,1991,Europe,,Malta,380,380,,,
WHS9_86,Population (in thousands) total,Published,1992,Europe,,Malta,384,384,,,
WHS9_86,Population (in thousands) total,Published,1993,Europe,,Malta,388,388,,,
WHS9_86,Population (in thousands) total,Published,1994,Europe,,Malta,392,392,,,
WHS9_86,Population (in thousands) total,Published,1995,Europe,,Malta,396,396,,,
WHS9_86,Population (in thousands) total,Published,1996,Europe,,Malta,399,399,,,
WHS9_86,Population (in thousands) total,Published,1997,Europe,,Malta,401,401,,,
WHS9_86,Population (in thousands) total,Published,1998,Europe,,Malta,404,404,,,
WHS9_86,Population (in thousands) total,Published,1999,Europe,,Malta,406,406,,,
WHS9_86,Population (in thousands) total,Published,2000,Europe,,Malta,408,408,,,
WHS9_86,Population (in thousands) total,Published,2001,Europe,,Malta,409,409,,,
WHS9_86,Population (in thousands) total,Published,2002,Europe,,Malta,410,410,,,
WHS9_86,Population (in thousands) total,Published,2003,Europe,,Malta,412,412,,,
WHS9_86,Population (in thousands) total,Published,2004,Europe,,Malta,413,413,,,
WHS9_86,Population (in thousands) total,Published,2005,Europe,,Malta,415,415,,,
WHS9_86,Population (in thousands) total,Published,2006,Europe,,Malta,417,417,,,
WHS9_86,Population (in thousands) total,Published,2007,Europe,,Malta,419,419,,,
WHS9_86,Population (in thousands) total,Published,2008,Europe,,Malta,421,421,,,
WHS9_86,Population (in thousands) total,Published,2009,Europe,,Malta,423,423,,,
WHS9_86,Population (in thousands) total,Published,2010,Europe,,Malta,425,425,,,
WHS9_86,Population (in thousands) total,Published,2011,Europe,,Malta,426,426,,,
WHS9_86,Population (in thousands) total,Published,2012,Europe,,Malta,428,428,,,
WHS9_86,Population (in thousands) total,Published,1990,Western Pacific,,Marshall Islands,47,47,,,
WHS9_86,Population (in thousands) total,Published,1991,Western Pacific,,Marshall Islands,48,48,,,
WHS9_86,Population (in thousands) total,Published,1992,Western Pacific,,Marshall Islands,49,49,,,
WHS9_86,Population (in thousands) total,Published,1993,Western Pacific,,Marshall Islands,50,50,,,
WHS9_86,Population (in thousands) total,Published,1994,Western Pacific,,Marshall Islands,51,51,,,
WHS9_86,Population (in thousands) total,Published,1995,Western Pacific,,Marshall Islands,51,51,,,
WHS9_86,Population (in thousands) total,Published,1996,Western Pacific,,Marshall Islands,51,51,,,
WHS9_86,Population (in thousands) total,Published,1997,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,1998,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,1999,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2000,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2001,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2002,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2003,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2004,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2005,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2006,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2007,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2008,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2009,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2010,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2011,Western Pacific,,Marshall Islands,52,52,,,
WHS9_86,Population (in thousands) total,Published,2012,Western Pacific,,Marshall Islands,53,53,,,
WHS9_86,Population (in thousands) total,Published,1990,Africa,,Mauritania,2024,2024,,,
WHS9_86,Population (in thousands) total,Published,1991,Africa,,Mauritania,2081,2081,,,
WHS9_86,Population (in thousands) total,Published,1992,Africa,,Mauritania,2141,2141,,,
WHS9_86,Population (in thousands) total,Published,1993,Africa,,Mauritania,2203,2203,,,
WHS9_86,Population (in thousands) total,Published,1994,Africa,,Mauritania,2267,2267,,,
WHS9_86,Population (in thousands) total,Published,1995,Africa,,Mauritania,2334,2334,,,
WHS9_86,Population (in thousands) total,Published,1996,Africa,,Mauritania,2404,2404,,,
WHS9_86,Population (in thousands) total,Published,1997,Africa,,Mauritania,2476,2476,,,
WHS9_86,Population (in thousands) total,Published,1998,Africa,,Mauritania,2550,2550,,,
WHS9_86,Population (in thousands) total,Published,1999,Africa,,Mauritania,2628,2628,,,
WHS9_86,Population (in thousands) total,Published,2000,Africa,,Mauritania,2708,2708,,,
WHS9_86,Population (in thousands) total,Published,2001,Africa,,Mauritania,2791,2791,,,
WHS9_86,Population (in thousands) total,Published,2002,Africa,,Mauritania,2877,2877,,,
WHS9_86,Population (in thousands) total,Published,2003,Africa,,Mauritania,2966,2966,,,
WHS9_86,Population (in thousands) total,Published,2004,Africa,,Mauritania,3055,3055,,,
WHS9_86,Population (in thousands) total,Published,2005,Africa,,Mauritania,3146,3146,,,
WHS9_86,Population (in thousands) total,Published,2006,Africa,,Mauritania,3238,3238,,,
WHS9_86,Population (in thousands) total,Published,2007,Africa,,Mauritania,3330,3330,,,
WHS9_86,Population (in thousands) total,Published,2008,Africa,,Mauritania,3423,3423,,,
WHS9_86,Population (in thousands) total,Published,2009,Africa,,Mauritania,3516,3516,,,
WHS9_86,Population (in thousands) total,Published,2010,Africa,,Mauritania,3609,3609,,,
WHS9_86,Population (in thousands) total,Published,2011,Africa,,Mauritania,3703,3703,,,
WHS9_86,Population (in thousands) total,Published,2012,Africa,,Mauritania,3796,3796,,,
WHS9_86,Population (in thousands) total,Published,1990,Africa,,Mauritius,1056,1056,,,
WHS9_86,Population (in thousands) total,Published,1991,Africa,,Mauritius,1068,1068,,,
WHS9_86,Population (in thousands) total,Published,1992,Africa,,Mauritius,1083,1083,,,
WHS9_86,Population (in thousands) total,Published,1993,Africa,,Mauritius,1098,1098,,,
WHS9_86,Population (in thousands) total,Published,1994,Africa,,Mauritius,1114,1114,,,
WHS9_86,Population (in thousands) total,Published,1995,Africa,,Mauritius,1129,1129,,,
WHS9_86,Population (in thousands) total,Published,1996,Africa,,Mauritius,1142,1142,,,
WHS9_86,Population (in thousands) total,Published,1997,Africa,,Mauritius,1155,1155,,,
WHS9_86,Population (in thousands) total,Published,1998,Africa,,Mauritius,1166,1166,,,
WHS9_86,Population (in thousands) total,Published,1999,Africa,,Mauritius,1176,1176,,,
WHS9_86,Population (in thousands) total,Published,2000,Africa,,Mauritius,1185,1185,,,
WHS9_86,Population (in thousands) total,Published,2001,Africa,,Mauritius,1193,1193,,,
WHS9_86,Population (in thousands) total,Published,2002,Africa,,Mauritius,1199,1199,,,
WHS9_86,Population (in thousands) total,Published,2003,Africa,,Mauritius,1204,1204,,,
WHS9_86,Population (in thousands) total,Published,2004,Africa,,Mauritius,1209,1209,,,
WHS9_86,Population (in thousands) total,Published,2005,Africa,,Mauritius,1213,1213,,,
WHS9_86,Population (in thousands) total,Published,2006,Africa,,Mauritius,1217,1217,,,
WHS9_86,Population (in thousands) total,Published,2007,Africa,,Mauritius,1220,1220,,,
WHS9_86,Population (in thousands) total,Published,2008,Africa,,Mauritius,1223,1223,,,
WHS9_86,Population (in thousands) total,Published,2009,Africa,,Mauritius,1227,1227,,,
WHS9_86,Population (in thousands) total,Published,2010,Africa,,Mauritius,1231,1231,,,
WHS9_86,Population (in thousands) total,Published,2011,Africa,,Mauritius,1235,1235,,,
WHS9_86,Population (in thousands) total,Published,2012,Africa,,Mauritius,1240,1240,,,
WHS9_86,Population (in thousands) total,Published,1990,Americas,,Mexico,86077,86077,,,
WHS9_86,Population (in thousands) total,Published,1991,Americas,,Mexico,87890,87890,,,
WHS9_86,Population (in thousands) total,Published,1992,Americas,,Mexico,89758,89758,,,
WHS9_86,Population (in thousands) total,Published,1993,Americas,,Mexico,91654,91654,,,
WHS9_86,Population (in thousands) total,Published,1994,Americas,,Mexico,93542,93542,,,
WHS9_86,Population (in thousands) total,Published,1995,Americas,,Mexico,95393,95393,,,
WHS9_86,Population (in thousands) total,Published,1996,Americas,,Mexico,97202,97202,,,
WHS9_86,Population (in thousands) total,Published,1997,Americas,,Mexico,98969,98969,,,
WHS9_86,Population (in thousands) total,Published,1998,Americas,,Mexico,101000,101000,,,
WHS9_86,Population (in thousands) total,Published,1999,Americas,,Mexico,102000,102000,,,
WHS9_86,Population (in thousands) total,Published,2000,Americas,,Mexico,104000,104000,,,
WHS9_86,Population (in thousands) total,Published,2001,Americas,,Mexico,105000,105000,,,
WHS9_86,Population (in thousands) total,Published,2002,Americas,,Mexico,107000,107000,,,
WHS9_86,Population (in thousands) total,Published,2003,Americas,,Mexico,108000,108000,,,
WHS9_86,Population (in thousands) total,Published,2004,Americas,,Mexico,109000,109000,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Americas,,Grenada,33.03,33.03,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Europe,,Greece,14.76,14.76,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Uganda,49.36,49.36,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Europe,,Ukraine,16.22,16.22,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Western Pacific,,Niue,35.36,35.36,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Americas,,Bahamas,27.86,27.86,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Nigeria,43.46,43.46,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Europe,,Germany,15.1,15.1,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Eastern Mediterranean,,Lebanon,28.41,28.41,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Congo,41.98,41.98,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Europe,,Austria,16.66,16.66,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Eastern Mediterranean,,United Arab Emirates,24.33,24.33,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Niger,48.33,48.33,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Western Pacific,,Cook Islands,35.36,35.36,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Seychelles,27.43,27.43,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Western Pacific,,Australia,20.36,20.36,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Sierra Leone,42.81,42.81,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Liberia,43.21,43.21,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Lesotho,40.7,40.7,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Ghana,40.93,40.93,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Americas,,Nicaragua,39.67,39.67,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Europe,,Azerbaijan,29.1,29.1,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Europe,,Serbia,19.3,19.3,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Comoros,41.35,41.35,,,
WHS9_89,Population proportion under 15 (%),Published,2002,Africa,,Madagascar,45.38,45.38,,,
